0000, 1.92
0001, 1.91
0002, 1.91
0003, 1.90
0004, 1.89
0005, 1.89
0006, 1.88
0007, 1.87
0008, 1.86
0009, 1.86
0010, 1.85
0011, 1.84
0012, 1.84
0013, 1.83
0014, 1.83
0015, 1.82
0016, 1.81
0017, 1.81
0018, 1.80
0019, 1.80
0020, 1.79
0021, 1.78
0022, 1.78
0023, 1.77
0024, 1.77
0025, 1.77
0026, 1.76
0027, 1.76
0028, 1.75
0029, 1.75
0030, 1.75
0031, 1.74
0032, 1.74
0033, 1.74
0034, 1.74
0035, 1.73
0036, 1.73
0037, 1.73
0038, 1.73
0039, 1.73
0040, 1.73
0041, 1.73
0042, 1.73
0043, 1.73
0044, 1.73
0045, 1.73
0046, 1.73
0047, 1.73
0048, 1.73
0049, 1.73
0050, 1.73
0051, 1.73
0052, 1.74
0053, 1.74
0054, 1.74
0055, 1.74
0056, 1.75
0057, 1.75
0058, 1.75
0059, 1.75
0060, 1.76
0061, 1.76
0062, 1.77
0063, 1.77
0064, 1.77
0065, 1.78
0066, 1.78
0067, 1.79
0068, 1.79
0069, 1.80
0070, 1.80
0071, 1.81
0072, 1.81
0073, 1.82
0074, 1.82
0075, 1.83
0076, 1.83
0077, 1.84
0078, 1.85
0079, 1.85
0080, 1.86
0081, 1.87
0082, 1.87
0083, 1.88
0084, 1.89
0085, 1.89
0086, 1.90
0087, 1.91
0088, 1.92
0089, 1.92
0090, 1.93
0091, 1.94
0092, 1.95
0093, 1.95
0094, 1.96
0095, 1.97
0096, 1.98
0097, 1.99
0098, 1.99
0099, 2.00
0100, 2.01
0101, 2.02
0102, 2.03
0103, 2.04
0104, 2.05
0105, 2.05
0106, 2.06
0107, 2.07
0108, 2.08
0109, 2.09
0110, 2.10
0111, 2.11
0112, 2.12
0113, 2.13
0114, 2.14
0115, 2.15
0116, 2.16
0117, 2.16
0118, 2.17
0119, 2.18
0120, 2.19
0121, 2.20
0122, 2.21
0123, 2.22
0124, 2.23
0125, 2.24
0126, 2.25
0127, 2.26
0128, 2.27
0129, 2.28
0130, 2.29
0131, 2.31
0132, 2.32
0133, 2.33
0134, 2.34
0135, 2.35
0136, 2.36
0137, 2.37
0138, 2.38
0139, 2.39
0140, 2.40
0141, 2.41
0142, 2.42
0143, 2.43
0144, 2.44
0145, 2.45
0146, 2.47
0147, 2.48
0148, 2.49
0149, 2.50
0150, 2.51
0151, 2.52
0152, 2.53
0153, 2.54
0154, 2.55
0155, 2.57
0156, 2.58
0157, 2.59
0158, 2.60
0159, 2.61
0160, 2.62
0161, 2.63
0162, 2.65
0163, 2.66
0164, 2.67
0165, 2.68
0166, 2.69
0167, 2.70
0168, 2.72
0169, 2.73
0170, 2.74
0171, 2.75
0172, 2.76
0173, 2.78
0174, 2.79
0175, 2.80
0176, 2.81
0177, 2.82
0178, 2.84
0179, 2.85
0180, 2.86
0181, 2.87
0182, 2.88
0183, 2.90
0184, 2.91
0185, 2.92
0186, 2.93
0187, 2.94
0188, 2.96
0189, 2.97
0190, 2.98
0191, 2.99
0192, 3.01
0193, 3.02
0194, 3.03
0195, 3.04
0196, 3.06
0197, 3.07
0198, 3.08
0199, 3.09
0200, 3.11
0201, 3.12
0202, 3.13
0203, -3.14
0204, -3.13
0205, -3.11
0206, -3.10
0207, -3.09
0208, -3.08
0209, -3.06
0210, -3.05
0211, -3.04
0212, -3.02
0213, -3.01
0214, -3.00
0215, -2.99
0216, -2.97
0217, -2.96
0218, -2.95
0219, -2.93
0220, -2.92
0221, -2.91
0222, -2.90
0223, -2.88
0224, -2.87
0225, -2.86
0226, -2.84
0227, -2.83
0228, -2.82
0229, -2.80
0230, -2.79
0231, -2.78
0232, -2.76
0233, -2.75
0234, -2.74
0235, -2.72
0236, -2.71
0237, -2.70
0238, -2.69
0239, -2.67
0240, -2.66
0241, -2.65
0242, -2.63
0243, -2.62
0244, -2.61
0245, -2.59
0246, -2.58
0247, -2.57
0248, -2.55
0249, -2.54
0250, -2.53
0251, -2.51
0252, -2.50
0253, -2.49
0254, -2.47
0255, -2.46
0256, -2.45
0257, -2.43
0258, -2.42
0259, -2.40
0260, -2.39
0261, -2.38
0262, -2.36
0263, -2.35
0264, -2.34
0265, -2.32
0266, -2.31
0267, -2.30
0268, -2.28
0269, -2.27
0270, -2.26
0271, -2.24
0272, -2.23
0273, -2.22
0274, -2.20
0275, -2.19
0276, -2.18
0277, -2.16
0278, -2.15
0279, -2.13
0280, -2.12
0281, -2.11
0282, -2.09
0283, -2.08
0284, -2.07
0285, -2.05
0286, -2.04
0287, -2.03
0288, -2.01
0289, -2.00
0290, -1.99
0291, -1.97
0292, -1.96
0293, -1.94
0294, -1.93
0295, -1.92
0296, -1.90
0297, -1.89
0298, -1.88
0299, -1.86
0300, -1.85
0301, -1.84
0302, -1.82
0303, -1.81
0304, -1.80
0305, -1.78
0306, -1.77
0307, -1.75
0308, -1.74
0309, -1.73
0310, -1.71
0311, -1.70
0312, -1.69
0313, -1.67
0314, -1.66
0315, -1.65
0316, -1.63
0317, -1.62
0318, -1.61
0319, -1.59
0320, -1.58
0321, -1.57
0322, -1.55
0323, -1.54
0324, -1.52
0325, -1.51
0326, -1.50
0327, -1.48
0328, -1.47
0329, -1.46
0330, -1.44
0331, -1.43
0332, -1.42
0333, -1.40
0334, -1.39
0335, -1.38
0336, -1.36
0337, -1.35
0338, -1.34
0339, -1.32
0340, -1.31
0341, -1.30
0342, -1.28
0343, -1.27
0344, -1.26
0345, -1.24
0346, -1.23
0347, -1.22
0348, -1.20
0349, -1.19
0350, -1.18
0351, -1.16
0352, -1.15
0353, -1.14
0354, -1.12
0355, -1.11
0356, -1.10
0357, -1.08
0358, -1.07
0359, -1.06
0360, -1.04
0361, -1.03
0362, -1.02
0363, -1.00
0364, -0.99
0365, -0.98
0366, -0.97
0367, -0.95
0368, -0.94
0369, -0.93
0370, -0.91
0371, -0.90
0372, -0.89
0373, -0.87
0374, -0.86
0375, -0.85
0376, -0.84
0377, -0.82
0378, -0.81
0379, -0.80
0380, -0.78
0381, -0.77
0382, -0.76
0383, -0.74
0384, -0.73
0385, -0.72
0386, -0.71
0387, -0.69
0388, -0.68
0389, -0.67
0390, -0.65
0391, -0.64
0392, -0.63
0393, -0.62
0394, -0.60
0395, -0.59
0396, -0.58
0397, -0.57
0398, -0.55
0399, -0.54
0400, -0.53
0401, -0.51
0402, -0.50
0403, -0.49
0404, -0.48
0405, -0.46
0406, -0.45
0407, -0.44
0408, -0.43
0409, -0.41
0410, -0.40
0411, -0.39
0412, -0.38
0413, -0.36
0414, -0.35
0415, -0.34
0416, -0.33
0417, -0.31
0418, -0.30
0419, -0.29
0420, -0.28
0421, -0.26
0422, -0.25
0423, -0.24
0424, -0.23
0425, -0.22
0426, -0.20
0427, -0.19
0428, -0.18
0429, -0.17
0430, -0.15
0431, -0.14
0432, -0.13
0433, -0.12
0434, -0.11
0435, -0.09
0436, -0.08
0437, -0.07
0438, -0.06
0439, -0.04
0440, -0.03
0441, -0.02
0442, -0.01
0443, 0.00
0444, 0.02
0445, 0.03
0446, 0.04
0447, 0.05
0448, 0.06
0449, 0.08
